키워드,법령명,조문 번호,조문 내용
임대,건축법,110조 8호,"제110조(벌칙) 다음 각 호의 어느 하나에 해당하는 자는 2년 이하의 징역 또는 1억원 이하의 벌금에 처한다. <개정 2008.3.28, 2008.6.5, 2011.9.16, 2014.5.28, 2015.1.6, 2016.1.19, 2016.2.3, 2017.4.18>
8의2. 제43조제1항, 제49조, 제50조, 제51조, 제53조, 제58조, 제61조제1항ㆍ제2항 또는 제64조를 위반한 건축주, 설계자, 공사시공자 또는 공사감리자"
임대,건축법,110조 9호,"제110조(벌칙) 다음 각 호의 어느 하나에 해당하는 자는 2년 이하의 징역 또는 1억원 이하의 벌금에 처한다. <개정 2008.3.28, 2008.6.5, 2011.9.16, 2014.5.28, 2015.1.6, 2016.1.19, 2016.2.3, 2017.4.18>
9. 제48조를 위반한 설계자, 공사감리자, 공사시공자 및 제67조에 따른 관계전문기술자"
임대,건축법,110조 9호,"제110조(벌칙) 다음 각 호의 어느 하나에 해당하는 자는 2년 이하의 징역 또는 1억원 이하의 벌금에 처한다. <개정 2008.3.28, 2008.6.5, 2011.9.16, 2014.5.28, 2015.1.6, 2016.1.19, 2016.2.3, 2017.4.18>
9의2. 제50조의2제1항을 위반한 설계자, 공사감리자 및 공사시공자"
임대,건축법,110조 9호,"제110조(벌칙) 다음 각 호의 어느 하나에 해당하는 자는 2년 이하의 징역 또는 1억원 이하의 벌금에 처한다. <개정 2008.3.28, 2008.6.5, 2011.9.16, 2014.5.28, 2015.1.6, 2016.1.19, 2016.2.3, 2017.4.18>
9의3. 제48조의4를 위반한 건축주, 설계자, 공사감리자, 공사시공자 및 제67조에 따른 관계전문기술자"
임대,건축법,110조 10호,"제110조(벌칙) 다음 각 호의 어느 하나에 해당하는 자는 2년 이하의 징역 또는 1억원 이하의 벌금에 처한다. <개정 2008.3.28, 2008.6.5, 2011.9.16, 2014.5.28, 2015.1.6, 2016.1.19, 2016.2.3, 2017.4.18>
10. 삭제 <2019.4.23>"
임대,건축법,110조 11호,"제110조(벌칙) 다음 각 호의 어느 하나에 해당하는 자는 2년 이하의 징역 또는 1억원 이하의 벌금에 처한다. <개정 2008.3.28, 2008.6.5, 2011.9.16, 2014.5.28, 2015.1.6, 2016.1.19, 2016.2.3, 2017.4.18>
11. 삭제 <2019.4.23>"
임대,건축법,110조 12호,"제110조(벌칙) 다음 각 호의 어느 하나에 해당하는 자는 2년 이하의 징역 또는 1억원 이하의 벌금에 처한다. <개정 2008.3.28, 2008.6.5, 2011.9.16, 2014.5.28, 2015.1.6, 2016.1.19, 2016.2.3, 2017.4.18>
12. 제62조를 위반한 설계자, 공사감리자, 공사시공자 및 제67조에 따른 관계전문기술자"
임대,건축법,2조 ①항 1호,"제2조(정의)
① 이 법에서 사용하는 용어의 뜻은 다음과 같다. <개정 2009.6.9, 2011.9.16, 2012.1.17, 2013.3.23, 2014.1.14, 2014.5.28, 2014.6.3, 2016.1.19, 2016.2.3, 2017.12.26, 2020.4.7>
1. ""대지(垈地)""란 「공간정보의 구축 및 관리 등에 관한 법률」에 따라 각 필지(筆地)로 나눈 토지를 말한다. 다만, 대통령령으로 정하는 토지는 둘 이상의 필지를 하나의 대지로 하거나 하나 이상의 필지의 일부를 하나의 대지로 할 수 있다."
임대,건축법,2조 ①항 2호,"제2조(정의)
① 이 법에서 사용하는 용어의 뜻은 다음과 같다. <개정 2009.6.9, 2011.9.16, 2012.1.17, 2013.3.23, 2014.1.14, 2014.5.28, 2014.6.3, 2016.1.19, 2016.2.3, 2017.12.26, 2020.4.7>
2. ""건축물""이란 토지에 정착(定着)하는 공작물 중 지붕과 기둥 또는 벽이 있는 것과 이에 딸린 시설물, 지하나 고가(高架)의 공작물에 설치하는 사무소ㆍ공연장ㆍ점포ㆍ차고ㆍ창고, 그 밖에 대통령령으로 정하는 것을 말한다."
임대,건축법,2조 ①항 3호,"제2조(정의)
① 이 법에서 사용하는 용어의 뜻은 다음과 같다. <개정 2009.6.9, 2011.9.16, 2012.1.17, 2013.3.23, 2014.1.14, 2014.5.28, 2014.6.3, 2016.1.19, 2016.2.3, 2017.12.26, 2020.4.7>
3. ""건축물의 용도""란 건축물의 종류를 유사한 구조, 이용 목적 및 형태별로 묶어 분류한 것을 말한다."
임대,건축법,2조 ①항 4호,"제2조(정의)
① 이 법에서 사용하는 용어의 뜻은 다음과 같다. <개정 2009.6.9, 2011.9.16, 2012.1.17, 2013.3.23, 2014.1.14, 2014.5.28, 2014.6.3, 2016.1.19, 2016.2.3, 2017.12.26, 2020.4.7>
4. ""건축설비""란 건축물에 설치하는 전기ㆍ전화 설비, 초고속 정보통신 설비, 지능형 홈네트워크 설비, 가스ㆍ급수ㆍ배수(配水)ㆍ배수(排水)ㆍ환기ㆍ난방ㆍ냉방ㆍ소화(消火)ㆍ배연(排煙) 및 오물처리의 설비, 굴뚝, 승강기, 피뢰침, 국기 게양대, 공동시청 안테나, 유선방송 수신시설, 우편함, 저수조(貯水槽), 방범시설, 그 밖에 국토교통부령으로 정하는 설비를 말한다."
임대,건축법,2조 ①항 5호,"제2조(정의)
① 이 법에서 사용하는 용어의 뜻은 다음과 같다. <개정 2009.6.9, 2011.9.16, 2012.1.17, 2013.3.23, 2014.1.14, 2014.5.28, 2014.6.3, 2016.1.19, 2016.2.3, 2017.12.26, 2020.4.7>
5. ""지하층""이란 건축물의 바닥이 지표면 아래에 있는 층으로서 바닥에서 지표면까지 평균높이가 해당 층 높이의 2분의 1 이상인 것을 말한다."
임대,건축법,2조 ①항 6호,"제2조(정의)
① 이 법에서 사용하는 용어의 뜻은 다음과 같다. <개정 2009.6.9, 2011.9.16, 2012.1.17, 2013.3.23, 2014.1.14, 2014.5.28, 2014.6.3, 2016.1.19, 2016.2.3, 2017.12.26, 2020.4.7>
6. ""거실""이란 건축물 안에서 거주, 집무, 작업, 집회, 오락, 그 밖에 이와 유사한 목적을 위하여 사용되는 방을 말한다."
임대,건축법,2조 ①항 7호,"제2조(정의)
① 이 법에서 사용하는 용어의 뜻은 다음과 같다. <개정 2009.6.9, 2011.9.16, 2012.1.17, 2013.3.23, 2014.1.14, 2014.5.28, 2014.6.3, 2016.1.19, 2016.2.3, 2017.12.26, 2020.4.7>
7. ""주요구조부""란 내력벽(耐力壁), 기둥, 바닥, 보, 지붕틀 및 주계단(主階段)을 말한다. 다만, 사이 기둥, 최하층 바닥, 작은 보, 차양, 옥외 계단, 그 밖에 이와 유사한 것으로 건축물의 구조상 중요하지 아니한 부분은 제외한다."
임대,건축법,2조 ①항 8호,"제2조(정의)
① 이 법에서 사용하는 용어의 뜻은 다음과 같다. <개정 2009.6.9, 2011.9.16, 2012.1.17, 2013.3.23, 2014.1.14, 2014.5.28, 2014.6.3, 2016.1.19, 2016.2.3, 2017.12.26, 2020.4.7>
8. ""건축""이란 건축물을 신축ㆍ증축ㆍ개축ㆍ재축(再築)하거나 건축물을 이전하는 것을 말한다."
임대,건축법,2조 ①항 8호,"제2조(정의)
① 이 법에서 사용하는 용어의 뜻은 다음과 같다. <개정 2009.6.9, 2011.9.16, 2012.1.17, 2013.3.23, 2014.1.14, 2014.5.28, 2014.6.3, 2016.1.19, 2016.2.3, 2017.12.26, 2020.4.7>
8의2. ""결합건축""이란 제56조에 따른 용적률을 개별 대지마다 적용하지 아니하고, 2개 이상의 대지를 대상으로 통합적용하여 건축물을 건축하는 것을 말한다."
임대,건축법,2조 ①항 9호,"제2조(정의)
① 이 법에서 사용하는 용어의 뜻은 다음과 같다. <개정 2009.6.9, 2011.9.16, 2012.1.17, 2013.3.23, 2014.1.14, 2014.5.28, 2014.6.3, 2016.1.19, 2016.2.3, 2017.12.26, 2020.4.7>
9. ""대수선""이란 건축물의 기둥, 보, 내력벽, 주계단 등의 구조나 외부 형태를 수선ㆍ변경하거나 증설하는 것으로서 대통령령으로 정하는 것을 말한다."
임대,건축법,2조 ①항 10호,"제2조(정의)
① 이 법에서 사용하는 용어의 뜻은 다음과 같다. <개정 2009.6.9, 2011.9.16, 2012.1.17, 2013.3.23, 2014.1.14, 2014.5.28, 2014.6.3, 2016.1.19, 2016.2.3, 2017.12.26, 2020.4.7>
10. ""리모델링""이란 건축물의 노후화를 억제하거나 기능 향상 등을 위하여 대수선하거나 건축물의 일부를 증축 또는 개축하는 행위를 말한다."
임대,건축법,2조 ①항 11호,"제2조(정의)
① 이 법에서 사용하는 용어의 뜻은 다음과 같다. <개정 2009.6.9, 2011.9.16, 2012.1.17, 2013.3.23, 2014.1.14, 2014.5.28, 2014.6.3, 2016.1.19, 2016.2.3, 2017.12.26, 2020.4.7>
11. ""도로""란 보행과 자동차 통행이 가능한 너비 4미터 이상의 도로(지형적으로 자동차 통행이 불가능한 경우와 막다른 도로의 경우에는 대통령령으로 정하는 구조와 너비의 도로)로서 다음 각 목의 어느 하나에 해당하는 도로나 그 예정도로를 말한다."
임대,건축법,2조 ①항 12호,"제2조(정의)
① 이 법에서 사용하는 용어의 뜻은 다음과 같다. <개정 2009.6.9, 2011.9.16, 2012.1.17, 2013.3.23, 2014.1.14, 2014.5.28, 2014.6.3, 2016.1.19, 2016.2.3, 2017.12.26, 2020.4.7>
12. ""건축주""란 건축물의 건축ㆍ대수선ㆍ용도변경, 건축설비의 설치 또는 공작물의 축조(이하 ""건축물의 건축등""이라 한다) 에 관한 공사를 발주하거나 현장 관리인을 두어 스스로 그 공사를 하는 자를 말한다."
임대,건축법,2조 ①항 12호,"제2조(정의)
① 이 법에서 사용하는 용어의 뜻은 다음과 같다. <개정 2009.6.9, 2011.9.16, 2012.1.17, 2013.3.23, 2014.1.14, 2014.5.28, 2014.6.3, 2016.1.19, 2016.2.3, 2017.12.26, 2020.4.7>
12의2. ""제조업자""란 건축물의 건축ㆍ대수선ㆍ용도변경, 건축설비의 설치 또는 공작물의 축조 등에 필요한 건축자재를 제조하는 사람을 말한다."
임대,건축법,2조 ①항 12호,"제2조(정의)
① 이 법에서 사용하는 용어의 뜻은 다음과 같다. <개정 2009.6.9, 2011.9.16, 2012.1.17, 2013.3.23, 2014.1.14, 2014.5.28, 2014.6.3, 2016.1.19, 2016.2.3, 2017.12.26, 2020.4.7>
12의3. ""유통업자""란 건축물의 건축ㆍ대수선ㆍ용도변경, 건축설비의 설치 또는 공작물의 축조에 필요한 건축자재를 판매하거나 공사현장에 납품하는 사람을 말한다."
임대,건축법,2조 ①항 13호,"제2조(정의)
① 이 법에서 사용하는 용어의 뜻은 다음과 같다. <개정 2009.6.9, 2011.9.16, 2012.1.17, 2013.3.23, 2014.1.14, 2014.5.28, 2014.6.3, 2016.1.19, 2016.2.3, 2017.12.26, 2020.4.7>
13. ""설계자""란 자기의 책임(보조자의 도움을 받는 경우를 포함한다)으로 설계도서를 작성하고 그 설계도서에서 의도하는 바를 해설하며, 지도하고 자문에 응하는 자를 말한다."
임대,건축법,2조 ①항 14호,"제2조(정의)
① 이 법에서 사용하는 용어의 뜻은 다음과 같다. <개정 2009.6.9, 2011.9.16, 2012.1.17, 2013.3.23, 2014.1.14, 2014.5.28, 2014.6.3, 2016.1.19, 2016.2.3, 2017.12.26, 2020.4.7>
14. ""설계도서""란 건축물의 건축등에 관한 공사용 도면, 구조 계산서, 시방서(示方書), 그 밖에 국토교통부령으로 정하는 공사에 필요한 서류를 말한다."
임대,건축법,2조 ①항 15호,"제2조(정의)
① 이 법에서 사용하는 용어의 뜻은 다음과 같다. <개정 2009.6.9, 2011.9.16, 2012.1.17, 2013.3.23, 2014.1.14, 2014.5.28, 2014.6.3, 2016.1.19, 2016.2.3, 2017.12.26, 2020.4.7>
15. ""공사감리자""란 자기의 책임(보조자의 도움을 받는 경우를 포함한다)으로 이 법으로 정하는 바에 따라 건축물, 건축설비 또는 공작물이 설계도서의 내용대로 시공되는지를 확인하고, 품질관리ㆍ공사관리ㆍ안전관리 등에 대하여 지도ㆍ감독하는 자를 말한다."
임대,건축법,2조 ①항 16호,"제2조(정의)
① 이 법에서 사용하는 용어의 뜻은 다음과 같다. <개정 2009.6.9, 2011.9.16, 2012.1.17, 2013.3.23, 2014.1.14, 2014.5.28, 2014.6.3, 2016.1.19, 2016.2.3, 2017.12.26, 2020.4.7>
16. ""공사시공자""란 「건설산업기본법」 제2조제4호에 따른 건설공사를 하는 자를 말한다."
임대,건축법,2조 ①항 16호,"제2조(정의)
① 이 법에서 사용하는 용어의 뜻은 다음과 같다. <개정 2009.6.9, 2011.9.16, 2012.1.17, 2013.3.23, 2014.1.14, 2014.5.28, 2014.6.3, 2016.1.19, 2016.2.3, 2017.12.26, 2020.4.7>
16의2. ""건축물의 유지ㆍ관리""란 건축물의 소유자나 관리자가 사용 승인된 건축물의 대지ㆍ구조ㆍ설비 및 용도 등을 지속적으로 유지하기 위하여 건축물이 멸실될 때까지 관리하는 행위를 말한다."
임대,건축법,2조 ①항 17호,"제2조(정의)
① 이 법에서 사용하는 용어의 뜻은 다음과 같다. <개정 2009.6.9, 2011.9.16, 2012.1.17, 2013.3.23, 2014.1.14, 2014.5.28, 2014.6.3, 2016.1.19, 2016.2.3, 2017.12.26, 2020.4.7>
17. ""관계전문기술자""란 건축물의 구조ㆍ설비 등 건축물과 관련된 전문기술자격을 보유하고 설계와 공사감리에 참여하여 설계자 및 공사감리자와 협력하는 자를 말한다."
임대,건축법,2조 ①항 18호,"제2조(정의)
① 이 법에서 사용하는 용어의 뜻은 다음과 같다. <개정 2009.6.9, 2011.9.16, 2012.1.17, 2013.3.23, 2014.1.14, 2014.5.28, 2014.6.3, 2016.1.19, 2016.2.3, 2017.12.26, 2020.4.7>
18. ""특별건축구역""이란 조화롭고 창의적인 건축물의 건축을 통하여 도시경관의 창출, 건설기술 수준향상 및 건축 관련 제도개선을 도모하기 위하여 이 법 또는 관계 법령에 따라 일부 규정을 적용하지 아니하거나 완화 또는 통합하여 적용할 수 있도록 특별히 지정하는 구역을 말한다."
임대,건축법,2조 ①항 19호,"제2조(정의)
① 이 법에서 사용하는 용어의 뜻은 다음과 같다. <개정 2009.6.9, 2011.9.16, 2012.1.17, 2013.3.23, 2014.1.14, 2014.5.28, 2014.6.3, 2016.1.19, 2016.2.3, 2017.12.26, 2020.4.7>
19. ""고층건축물""이란 층수가 30층 이상이거나 높이가 120미터 이상인 건축물을 말한다."
임대,건축법,2조 ①항 20호,"제2조(정의)
① 이 법에서 사용하는 용어의 뜻은 다음과 같다. <개정 2009.6.9, 2011.9.16, 2012.1.17, 2013.3.23, 2014.1.14, 2014.5.28, 2014.6.3, 2016.1.19, 2016.2.3, 2017.12.26, 2020.4.7>
20. ""실내건축""이란 건축물의 실내를 안전하고 쾌적하며 효율적으로 사용하기 위하여 내부 공간을 칸막이로 구획하거나 벽지, 천장재, 바닥재, 유리 등 대통령령으로 정하는 재료 또는 장식물을 설치하는 것을 말한다."
임대,건축법,2조 ①항 21호,"제2조(정의)
① 이 법에서 사용하는 용어의 뜻은 다음과 같다. <개정 2009.6.9, 2011.9.16, 2012.1.17, 2013.3.23, 2014.1.14, 2014.5.28, 2014.6.3, 2016.1.19, 2016.2.3, 2017.12.26, 2020.4.7>
21. ""부속구조물""이란 건축물의 안전ㆍ기능ㆍ환경 등을 향상시키기 위하여 건축물에 추가적으로 설치하는 환기시설물 등 대통령령으로 정하는 구조물을 말한다."
임대,건축법,2조 ②항 1호,"제2조(정의)
② 건축물의 용도는 다음과 같이 구분하되, 각 용도에 속하는 건축물의 세부 용도는 대통령령으로 정한다. <개정 2013.7.16, 2022.11.15>
1. 단독주택"
임대,건축법,2조 ②항 2호,"제2조(정의)
② 건축물의 용도는 다음과 같이 구분하되, 각 용도에 속하는 건축물의 세부 용도는 대통령령으로 정한다. <개정 2013.7.16, 2022.11.15>
2. 공동주택"
임대,건축법,2조 ②항 3호,"제2조(정의)
② 건축물의 용도는 다음과 같이 구분하되, 각 용도에 속하는 건축물의 세부 용도는 대통령령으로 정한다. <개정 2013.7.16, 2022.11.15>
3. 제1종 근린생활시설"
임대,건축법,2조 ②항 4호,"제2조(정의)
② 건축물의 용도는 다음과 같이 구분하되, 각 용도에 속하는 건축물의 세부 용도는 대통령령으로 정한다. <개정 2013.7.16, 2022.11.15>
4. 제2종 근린생활시설"
임대,건축법,2조 ②항 5호,"제2조(정의)
② 건축물의 용도는 다음과 같이 구분하되, 각 용도에 속하는 건축물의 세부 용도는 대통령령으로 정한다. <개정 2013.7.16, 2022.11.15>
5. 문화 및 집회시설"
임대,건축법,2조 ②항 6호,"제2조(정의)
② 건축물의 용도는 다음과 같이 구분하되, 각 용도에 속하는 건축물의 세부 용도는 대통령령으로 정한다. <개정 2013.7.16, 2022.11.15>
6. 종교시설"
임대,건축법,2조 ②항 7호,"제2조(정의)
② 건축물의 용도는 다음과 같이 구분하되, 각 용도에 속하는 건축물의 세부 용도는 대통령령으로 정한다. <개정 2013.7.16, 2022.11.15>
7. 판매시설"
임대,건축법,2조 ②항 8호,"제2조(정의)
② 건축물의 용도는 다음과 같이 구분하되, 각 용도에 속하는 건축물의 세부 용도는 대통령령으로 정한다. <개정 2013.7.16, 2022.11.15>
8. 운수시설"
임대,건축법,2조 ②항 9호,"제2조(정의)
② 건축물의 용도는 다음과 같이 구분하되, 각 용도에 속하는 건축물의 세부 용도는 대통령령으로 정한다. <개정 2013.7.16, 2022.11.15>
9. 의료시설"
임대,건축법,2조 ②항 10호,"제2조(정의)
② 건축물의 용도는 다음과 같이 구분하되, 각 용도에 속하는 건축물의 세부 용도는 대통령령으로 정한다. <개정 2013.7.16, 2022.11.15>
10. 교육연구시설"
임대,건축법,2조 ②항 11호,"제2조(정의)
② 건축물의 용도는 다음과 같이 구분하되, 각 용도에 속하는 건축물의 세부 용도는 대통령령으로 정한다. <개정 2013.7.16, 2022.11.15>
11. 노유자(老幼者: 노인 및 어린이)시설"
임대,건축법,2조 ②항 12호,"제2조(정의)
② 건축물의 용도는 다음과 같이 구분하되, 각 용도에 속하는 건축물의 세부 용도는 대통령령으로 정한다. <개정 2013.7.16, 2022.11.15>
12. 수련시설"
임대,건축법,2조 ②항 13호,"제2조(정의)
② 건축물의 용도는 다음과 같이 구분하되, 각 용도에 속하는 건축물의 세부 용도는 대통령령으로 정한다. <개정 2013.7.16, 2022.11.15>
13. 운동시설"
임대,건축법,2조 ②항 14호,"제2조(정의)
② 건축물의 용도는 다음과 같이 구분하되, 각 용도에 속하는 건축물의 세부 용도는 대통령령으로 정한다. <개정 2013.7.16, 2022.11.15>
14. 업무시설"
임대,건축법,2조 ②항 15호,"제2조(정의)
② 건축물의 용도는 다음과 같이 구분하되, 각 용도에 속하는 건축물의 세부 용도는 대통령령으로 정한다. <개정 2013.7.16, 2022.11.15>
15. 숙박시설"
임대,건축법,2조 ②항 16호,"제2조(정의)
② 건축물의 용도는 다음과 같이 구분하되, 각 용도에 속하는 건축물의 세부 용도는 대통령령으로 정한다. <개정 2013.7.16, 2022.11.15>
16. 위락(慰樂)시설"
임대,건축법,2조 ②항 17호,"제2조(정의)
② 건축물의 용도는 다음과 같이 구분하되, 각 용도에 속하는 건축물의 세부 용도는 대통령령으로 정한다. <개정 2013.7.16, 2022.11.15>
17. 공장"
임대,건축법,2조 ②항 18호,"제2조(정의)
② 건축물의 용도는 다음과 같이 구분하되, 각 용도에 속하는 건축물의 세부 용도는 대통령령으로 정한다. <개정 2013.7.16, 2022.11.15>
18. 창고시설"
임대,건축법,2조 ②항 19호,"제2조(정의)
② 건축물의 용도는 다음과 같이 구분하되, 각 용도에 속하는 건축물의 세부 용도는 대통령령으로 정한다. <개정 2013.7.16, 2022.11.15>
19. 위험물 저장 및 처리 시설"
임대,건축법,2조 ②항 20호,"제2조(정의)
② 건축물의 용도는 다음과 같이 구분하되, 각 용도에 속하는 건축물의 세부 용도는 대통령령으로 정한다. <개정 2013.7.16, 2022.11.15>
20. 자동차 관련 시설"
임대,건축법,2조 ②항 21호,"제2조(정의)
② 건축물의 용도는 다음과 같이 구분하되, 각 용도에 속하는 건축물의 세부 용도는 대통령령으로 정한다. <개정 2013.7.16, 2022.11.15>
21. 동물 및 식물 관련 시설"
임대,건축법,2조 ②항 22호,"제2조(정의)
② 건축물의 용도는 다음과 같이 구분하되, 각 용도에 속하는 건축물의 세부 용도는 대통령령으로 정한다. <개정 2013.7.16, 2022.11.15>
22. 자원순환 관련 시설"
임대,건축법,2조 ②항 23호,"제2조(정의)
② 건축물의 용도는 다음과 같이 구분하되, 각 용도에 속하는 건축물의 세부 용도는 대통령령으로 정한다. <개정 2013.7.16, 2022.11.15>
23. 교정(矯正)시설"
임대,건축법,2조 ②항 24호,"제2조(정의)
② 건축물의 용도는 다음과 같이 구분하되, 각 용도에 속하는 건축물의 세부 용도는 대통령령으로 정한다. <개정 2013.7.16, 2022.11.15>
24. 국방ㆍ군사시설"
임대,건축법,2조 ②항 25호,"제2조(정의)
② 건축물의 용도는 다음과 같이 구분하되, 각 용도에 속하는 건축물의 세부 용도는 대통령령으로 정한다. <개정 2013.7.16, 2022.11.15>
25. 방송통신시설"
임대,건축법,2조 ②항 26호,"제2조(정의)
② 건축물의 용도는 다음과 같이 구분하되, 각 용도에 속하는 건축물의 세부 용도는 대통령령으로 정한다. <개정 2013.7.16, 2022.11.15>
26. 발전시설"
임대,건축법,2조 ②항 27호,"제2조(정의)
② 건축물의 용도는 다음과 같이 구분하되, 각 용도에 속하는 건축물의 세부 용도는 대통령령으로 정한다. <개정 2013.7.16, 2022.11.15>
27. 묘지 관련 시설"
임대,건축법,2조 ②항 28호,"제2조(정의)
② 건축물의 용도는 다음과 같이 구분하되, 각 용도에 속하는 건축물의 세부 용도는 대통령령으로 정한다. <개정 2013.7.16, 2022.11.15>
28. 관광 휴게시설"
임대,건축법,2조 ②항 29호,"제2조(정의)
② 건축물의 용도는 다음과 같이 구분하되, 각 용도에 속하는 건축물의 세부 용도는 대통령령으로 정한다. <개정 2013.7.16, 2022.11.15>
29. 그 밖에 대통령령으로 정하는 시설"
임대,건축법,12조 ①항,"제12조(건축복합민원 일괄협의회)
① 허가권자는 제11조에 따라 허가를 하려면 해당 용도ㆍ규모 또는 형태의 건축물을 건축하려는 대지에 건축하는 것이 「국토의 계획 및 이용에 관한 법률」 제54조, 제56조부터 제62조까지 및 제76조부터 제82조까지의 규정과 그 밖에 대통령령으로 정하는 관계 법령의 규정에 맞는지를 확인하고, 제10조제6항 각 호와 같은 조 제7항 또는 제11조제5항 각 호와 같은 조 제6항의 사항을 처리하기 위하여 대통령령으로 정하는 바에 따라 건축복합민원 일괄협의회를 개최하여야 한다."
임대,건축법,12조 ②항,"제12조(건축복합민원 일괄협의회)
② 제1항에 따라 확인이 요구되는 법령의 관계 행정기관의 장과 제10조제7항 및 제11조제6항에 따른 관계 행정기관의 장은 소속 공무원을 제1항에 따른 건축복합민원 일괄협의회에 참석하게 하여야 한다."
임대,건축법,22조 ①항,"제22조(건축물의 사용승인)
① 건축주가 제11조ㆍ제14조 또는 제20조제1항에 따라 허가를 받았거나 신고를 한 건축물의 건축공사를 완료[하나의 대지에 둘 이상의 건축물을 건축하는 경우 동(棟)별 공사를 완료한 경우를 포함한다]한 후 그 건축물을 사용하려면 제25조제6항에 따라 공사감리자가 작성한 감리완료보고서(같은 조 제1항에 따른 공사감리자를 지정한 경우만 해당된다)와 국토교통부령으로 정하는 공사완료도서를 첨부하여 허가권자에게 사용승인을 신청하여야 한다. <개정 2013.3.23, 2016.2.3>"
임대,건축법,22조 ②항 1호,"제22조(건축물의 사용승인)
② 허가권자는 제1항에 따른 사용승인신청을 받은 경우 국토교통부령으로 정하는 기간에 다음 각 호의 사항에 대한 검사를 실시하고, 검사에 합격된 건축물에 대하여는 사용승인서를 내주어야 한다. 다만, 해당 지방자치단체의 조례로 정하는 건축물은 사용승인을 위한 검사를 실시하지 아니하고 사용승인서를 내줄 수 있다. <개정 2013.3.23>
1. 사용승인을 신청한 건축물이 이 법에 따라 허가 또는 신고한 설계도서대로 시공되었는지의 여부"
임대,건축법,22조 ②항 2호,"제22조(건축물의 사용승인)
② 허가권자는 제1항에 따른 사용승인신청을 받은 경우 국토교통부령으로 정하는 기간에 다음 각 호의 사항에 대한 검사를 실시하고, 검사에 합격된 건축물에 대하여는 사용승인서를 내주어야 한다. 다만, 해당 지방자치단체의 조례로 정하는 건축물은 사용승인을 위한 검사를 실시하지 아니하고 사용승인서를 내줄 수 있다. <개정 2013.3.23>
2. 감리완료보고서, 공사완료도서 등의 서류 및 도서가 적합하게 작성되었는지의 여부"
임대,건축법,22조 ③항 1호,"제22조(건축물의 사용승인)
③ 건축주는 제2항에 따라 사용승인을 받은 후가 아니면 건축물을 사용하거나 사용하게 할 수 없다. 다만, 다음 각 호의 어느 하나에 해당하는 경우에는 그러하지 아니하다. <개정 2013.3.23>
1. 허가권자가 제2항에 따른 기간 내에 사용승인서를 교부하지 아니한 경우"
임대,건축법,22조 ③항 2호,"제22조(건축물의 사용승인)
③ 건축주는 제2항에 따라 사용승인을 받은 후가 아니면 건축물을 사용하거나 사용하게 할 수 없다. 다만, 다음 각 호의 어느 하나에 해당하는 경우에는 그러하지 아니하다. <개정 2013.3.23>
2. 사용승인서를 교부받기 전에 공사가 완료된 부분이 건폐율, 용적률, 설비, 피난ㆍ방화 등 국토교통부령으로 정하는 기준에 적합한 경우로서 기간을 정하여 대통령령으로 정하는 바에 따라 임시로 사용의 승인을 한 경우"
임대,건축법,22조 ④항 1호,"제22조(건축물의 사용승인)
④ 건축주가 제2항에 따른 사용승인을 받은 경우에는 다음 각 호에 따른 사용승인ㆍ준공검사 또는 등록신청 등을 받거나 한 것으로 보며, 공장건축물의 경우에는 「산업집적활성화 및 공장설립에 관한 법률」 제14조의2에 따라 관련 법률의 검사 등을 받은 것으로 본다. <개정 2009.1.30, 2009.6.9, 2011.4.14, 2011.5.30, 2014.1.14, 2014.6.3, 2017.1.17, 2018.3.27, 2020.3.31, 2024.1.16>
1. 「하수도법」 제27조에 따른 배수설비(排水設備)의 준공검사 및 같은 법 제37조에 따른 개인하수처리시설의 준공검사"
임대,건축법,22조 ④항 2호,"제22조(건축물의 사용승인)
④ 건축주가 제2항에 따른 사용승인을 받은 경우에는 다음 각 호에 따른 사용승인ㆍ준공검사 또는 등록신청 등을 받거나 한 것으로 보며, 공장건축물의 경우에는 「산업집적활성화 및 공장설립에 관한 법률」 제14조의2에 따라 관련 법률의 검사 등을 받은 것으로 본다. <개정 2009.1.30, 2009.6.9, 2011.4.14, 2011.5.30, 2014.1.14, 2014.6.3, 2017.1.17, 2018.3.27, 2020.3.31, 2024.1.16>
2. 「공간정보의 구축 및 관리 등에 관한 법률」 제64조에 따른 지적공부(地籍公簿)의 변동사항 등록신청"
임대,건축법,22조 ④항 3호,"제22조(건축물의 사용승인)
④ 건축주가 제2항에 따른 사용승인을 받은 경우에는 다음 각 호에 따른 사용승인ㆍ준공검사 또는 등록신청 등을 받거나 한 것으로 보며, 공장건축물의 경우에는 「산업집적활성화 및 공장설립에 관한 법률」 제14조의2에 따라 관련 법률의 검사 등을 받은 것으로 본다. <개정 2009.1.30, 2009.6.9, 2011.4.14, 2011.5.30, 2014.1.14, 2014.6.3, 2017.1.17, 2018.3.27, 2020.3.31, 2024.1.16>
3. 「승강기 안전관리법」 제28조에 따른 승강기 설치검사"
